ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613210032
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:01:21
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Deoxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09441058,-0.07258625,-0.14913513,-0.11265976,-0.11173177,-0.07074314,-0.11390027,-0.13470638,-0.06257901,0.11231565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:06.0,0,0
175,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20988289,-0.13104801,-0.20927735,-0.08976613,-0.17310224,-0.11405016,-0.17152403,-0.22039293,-0.11815029,-0.11279743,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:06.0,0,0
176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27158326,-0.12901339,-0.14456485,-0.08696662,-0.12560476,-0.06686318,-0.13040876,-0.15505265,-0.07479459,-0.05319731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:06.0,0,0
177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25033614,-0.11206447,-0.14249356,-0.12645698,-0.10076012,-0.06416146,-0.10838495,-0.12206436,-0.05906207,0.08052173,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:06.0,0,0
178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10808734,-0.08074438,-0.16576798,-0.17440362,-0.12162735,-0.07869963,-0.12715644,-0.14732142,-0.05623705,0.19428603,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:06.0,0,0
179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20452580,-0.18548861,-0.25568846,-0.20168182,-0.19979680,-0.14313680,-0.18870750,-0.24788420,-0.10504880,0.03820971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:07.0,0,0
180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18968332,-0.09702310,-0.12723219,-0.00392069,-0.16480947,-0.05582339,-0.17037289,-0.20309271,-0.07219817,0.01663855,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:07.0,0,0
181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.32975984,-0.13003610,-0.12151418,-0.00758351,-0.12588340,-0.05035530,-0.12943855,-0.16162026,-0.05610420,-0.03839840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:07.0,0,0
182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.34077618,-0.14452265,-0.15047562,-0.08164820,-0.10419098,-0.06938653,-0.10138862,-0.13333629,-0.06446826,-0.07888031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:07.0,0,0
183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28583968,-0.22015116,-0.24944536,-0.18748781,-0.16972463,-0.13875653,-0.15325446,-0.21455760,-0.09855309,-0.03612915,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:07.0,0,0
184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15500151,-0.08276460,-0.13009039,-0.04533154,-0.16005968,-0.05482920,-0.16819276,-0.19082887,-0.06558699,0.02941700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:08.0,0,0
185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.24015482,-0.09746284,-0.10686420,0.06231816,-0.17375250,-0.04677179,-0.19218469,-0.21371466,-0.06520349,-0.03793420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:08.0,0,0
186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.31815985,-0.12557429,-0.12703842,0.09059250,-0.12408426,-0.06676021,-0.13780789,-0.15151194,-0.06712635,0.01610838,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:08.0,0,0
187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.40471840,-0.23576301,-0.24724841,-0.11211902,-0.13346027,-0.14246798,-0.12477253,-0.17713648,-0.11114132,-0.04704526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:08.0,0,0
188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.29631561,-0.12117764,-0.14122064,-0.13671900,-0.10145108,-0.06078846,-0.11155594,-0.12974381,-0.06934563,0.03056714,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:08.0,0,0
189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20664586,-0.08853693,-0.14119424,-0.14073968,-0.12215662,-0.06367458,-0.13450651,-0.14497893,-0.06865343,-0.07311841,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:09.0,0,0
190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20782155,-0.09760509,-0.14720517,-0.05691031,-0.12908927,-0.07551280,-0.14409539,-0.15549295,-0.08717541,-0.28732622,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:09.0,0,0
191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33807945,-0.22643231,-0.21293899,-0.01857434,-0.17647791,-0.13060798,-0.17027821,-0.21151085,-0.12877764,-0.40664741,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:09.0,0,0
192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.31481391,-0.12120170,-0.11566973,0.06875444,-0.12114432,-0.05894316,-0.13415097,-0.14710461,-0.09347344,-0.28475094,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:09.0,0,0
193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28568590,-0.11330060,-0.13635494,-0.09833176,-0.08451995,-0.06436014,-0.10049880,-0.11029409,-0.07675406,-0.09306720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:09.0,0,0
194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21537407,-0.10291086,-0.17610759,-0.25513476,-0.06378917,-0.08394245,-0.07399891,-0.08973724,-0.07672060,0.06844144,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:10.0,0,0
195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16304919,-0.16281413,-0.28802690,-0.34130478,-0.12039313,-0.16284737,-0.11317825,-0.16266522,-0.12916128,-0.09314840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:10.0,0,0
196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10652134,-0.07224710,-0.14783283,-0.14252052,-0.08820395,-0.06770719,-0.09839644,-0.10948391,-0.08611726,-0.22641341,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:10.0,0,0
197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15033250,-0.06848215,-0.13161393,-0.05412909,-0.10465807,-0.06264344,-0.12540138,-0.12984455,-0.09084815,-0.36047989,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:10.0,0,0
198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26578546,-0.10912971,-0.15256767,-0.05946087,-0.09823357,-0.07929932,-0.11408839,-0.11845130,-0.09292140,-0.34889635,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:10.0,0,0
199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27182415,-0.12369234,-0.20197240,-0.16391867,-0.08571071,-0.10417920,-0.09306724,-0.11489645,-0.12531270,-0.31582004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:11.0,0,0
200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21540365,-0.11462830,-0.17021668,-0.20890851,-0.07311623,-0.07910455,-0.07494149,-0.09977351,-0.09078801,-0.18150903,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:11.0,0,0
201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09503598,-0.07142636,-0.15743022,-0.21347493,-0.08535044,-0.07302845,-0.09221736,-0.11398048,-0.08151585,-0.15846744,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:11.0,0,0
202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04212964,-0.04917020,-0.16705029,-0.21662748,-0.08559658,-0.07996023,-0.09536739,-0.12128247,-0.08672119,-0.23935349,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:11.0,0,0
203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09193103,-0.07128215,-0.16741613,-0.17007428,-0.09082284,-0.07982461,-0.09945638,-0.12417746,-0.09267610,-0.40712571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:11.0,0,0
204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21489350,-0.16344483,-0.19401963,-0.19758856,-0.11120652,-0.09992362,-0.11544869,-0.13766697,-0.10734064,-0.52333856,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:12.0,0,0
205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22373338,-0.10363678,-0.16106616,-0.13002087,-0.06453404,-0.07648809,-0.07480425,-0.09070638,-0.09786014,-0.46361038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:12.0,0,0
206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21399213,-0.08387585,-0.15746540,-0.17066322,-0.05885528,-0.07324446,-0.06553026,-0.08336631,-0.08892296,-0.36818308,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:12.0,0,0
207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17963143,-0.08967946,-0.17418750,-0.21984941,-0.06388973,-0.08086648,-0.06820156,-0.09103199,-0.08107977,-0.26579413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:12.0,0,0
208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13874622,-0.15263510,-0.29249445,-0.35435650,-0.13240980,-0.16119209,-0.11936466,-0.17701615,-0.12619211,-0.26044443,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:12.0,0,0
209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00436460,-0.04166982,-0.16849439,-0.23956972,-0.08377585,-0.07191371,-0.09159099,-0.11419786,-0.07474007,-0.29083025,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:13.0,0,0
210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01200117,-0.01873249,-0.14912973,-0.16869031,-0.08088120,-0.06197105,-0.09355403,-0.10741950,-0.07931332,-0.46256554,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:13.0,0,0
211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08959039,-0.05453034,-0.15822507,-0.12195992,-0.07645340,-0.07081631,-0.08856878,-0.10424813,-0.09151805,-0.58520323,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:13.0,0,0
212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10761832,-0.06293748,-0.16916502,-0.10446448,-0.07260117,-0.07762098,-0.07978518,-0.09612714,-0.09173950,-0.53347576,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:13.0,0,0
213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14416465,-0.11641558,-0.17861280,-0.18797964,-0.08767952,-0.07894929,-0.08769113,-0.10670003,-0.08485174,-0.36463824,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:13.0,0,0
214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03968116,-0.04744844,-0.16815409,-0.21172486,-0.07749052,-0.07319626,-0.08186350,-0.09415627,-0.06420854,-0.21186414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:14.0,0,0
215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06461155,-0.01012917,-0.16047162,-0.20853294,-0.07390770,-0.06657542,-0.08033792,-0.09087679,-0.05871306,-0.14669271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:14.0,0,0
216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09064206,-0.00919297,-0.17280321,-0.17999102,-0.08350413,-0.07561012,-0.09234072,-0.10526586,-0.06359863,-0.22474951,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:14.0,0,0
217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.02556500,-0.06905761,-0.26611632,-0.18151300,-0.13355874,-0.14108863,-0.13097939,-0.17707591,-0.12040640,-0.38786203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:14.0,0,0
218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01073286,-0.03013712,-0.14914788,-0.07466105,-0.09138805,-0.05851056,-0.09959490,-0.10857296,-0.06937021,-0.40930745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:14.0,0,0
219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05403646,-0.02957485,-0.13180813,-0.00353219,-0.07719824,-0.05199745,-0.08786168,-0.08945135,-0.06736714,-0.47605348,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:15.0,0,0
220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12709081,-0.05355713,-0.13878007,0.01616993,-0.08688930,-0.05731797,-0.09115555,-0.09876448,-0.06595418,-0.42582467,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:15.0,0,0
221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19190991,-0.07584687,-0.15316674,-0.02341727,-0.08507454,-0.06276523,-0.08728117,-0.09438500,-0.06450125,-0.32953674,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:15.0,0,0
222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18199430,-0.13587932,-0.16472183,-0.03047500,-0.12281460,-0.07190019,-0.12283663,-0.12508635,-0.06001016,-0.22506444,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:15.0,0,0
223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06035568,-0.04609263,-0.16054651,-0.04927461,-0.11771204,-0.06789324,-0.12576751,-0.12808406,-0.05197426,-0.13611394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:15.0,0,0
224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01220404,-0.01172270,-0.14745358,-0.07160024,-0.11773591,-0.05698335,-0.12718260,-0.12208243,-0.04845110,-0.10604095,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:16.0,0,0
225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06898961,-0.00517919,-0.16892488,-0.12449109,-0.14797534,-0.06748711,-0.15891983,-0.15834758,-0.04922892,-0.14764526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:16.0,0,0
226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01533187,-0.11629597,-0.26103762,-0.22450711,-0.20323139,-0.13279825,-0.19386892,-0.22290796,-0.08330202,-0.25527894,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:16.0,0,0
227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07619122,-0.00209623,-0.15508364,-0.11103227,-0.14450508,-0.05834085,-0.15409251,-0.14972375,-0.05931266,-0.31125465,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:16.0,0,0
228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03828405,0.00146517,-0.13948783,-0.06267901,-0.12372889,-0.05021125,-0.13869408,-0.12218343,-0.05853742,-0.36930838,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:16.0,0,0
229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01717542,-0.02078744,-0.15305798,-0.03696181,-0.11206868,-0.06119669,-0.12634261,-0.10827340,-0.06335253,-0.41184318,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:17.0,0,0
230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10384499,-0.08746257,-0.23770027,-0.04940766,-0.14999709,-0.11918847,-0.15089618,-0.16664682,-0.11388239,-0.49419987,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:17.0,0,0
231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15602151,-0.06653495,-0.13149239,0.03386081,-0.11677025,-0.04647933,-0.12356651,-0.10826059,-0.06054408,-0.42462003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:17.0,0,0
232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19219454,-0.05981776,-0.11857122,0.05521397,-0.10508023,-0.04178885,-0.11876734,-0.09376284,-0.05197043,-0.36038390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:17.0,0,0
233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20762809,-0.06722396,-0.12714116,0.06606573,-0.10504317,-0.04723069,-0.12283980,-0.09530186,-0.05118377,-0.25438973,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:17.0,0,0
234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20039210,-0.07097166,-0.15235753,0.05078035,-0.11188926,-0.06211816,-0.13100643,-0.10567906,-0.06172359,-0.15778662,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:18.0,0,0
235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19282790,-0.09097762,-0.13582793,0.02802827,-0.11704250,-0.05140401,-0.12838434,-0.10573156,-0.03846703,-0.02036480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:18.0,0,0
236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14075507,-0.05744415,-0.12893318,-0.01662131,-0.10903949,-0.04873778,-0.12391819,-0.10107455,-0.02878549,0.06386873,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:18.0,0,0
237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14326358,-0.05716292,-0.12691402,-0.01982717,-0.11412341,-0.04909708,-0.13387427,-0.11006100,-0.02717523,0.12441708,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:18.0,0,0
238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16074367,-0.06249311,-0.14855529,-0.07014035,-0.11305559,-0.05952979,-0.13593034,-0.10569014,-0.03558086,0.09513149,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:18.0,0,0
239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11393495,-0.08688310,-0.14186372,-0.02007006,-0.13226645,-0.05704383,-0.15179375,-0.13268937,-0.03915425,0.06820641,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:19.0,0,0
240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07193413,-0.04055037,-0.12275606,0.02484783,-0.12108638,-0.04841951,-0.14326569,-0.12046298,-0.03477289,0.06931098,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:19.0,0,0
241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07305470,-0.03487115,-0.11890080,0.00057337,-0.11745140,-0.04669093,-0.13919380,-0.11765970,-0.03600777,-0.02873959,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:19.0,0,0
242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06140412,-0.04007340,-0.12749340,0.04200289,-0.11752152,-0.05498467,-0.13863458,-0.11634233,-0.03958515,-0.11178220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:19.0,0,0
243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15594406,-0.15655018,-0.19455597,-0.05686396,-0.16182247,-0.10462613,-0.17065760,-0.16317233,-0.06754295,-0.19054686,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:19.0,0,0
244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10805044,-0.05023072,-0.11898869,0.00152195,-0.14076029,-0.04919860,-0.17310189,-0.14135623,-0.04848100,-0.22700953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:20.0,0,0
245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15697511,-0.05006549,-0.10755276,0.00473996,-0.10639071,-0.04710051,-0.14003100,-0.10875741,-0.04387716,-0.21889254,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:20.0,0,0
246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20763575,-0.07532585,-0.10875887,-0.01652691,-0.08862793,-0.05421494,-0.11603355,-0.08688809,-0.04173841,-0.17994453,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:20.0,0,0
247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25504640,-0.09543007,-0.16527137,-0.06841931,-0.10769336,-0.07959493,-0.12915617,-0.12081138,-0.07047182,-0.17849445,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:20.0,0,0
