ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613210032
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:01:21
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21558729,-0.10014061,-0.29992115,-0.08340425,0.05721958,-0.08410395,0.01223623,0.03751159,-0.19802001,-0.04967804,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:06.0,0,0
175,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16039985,-0.13329425,-0.24565952,-0.03023583,0.04392663,-0.03874560,-0.00153399,0.05326192,-0.14016737,-0.02154203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:06.0,0,0
176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06523849,0.09390995,-0.11731217,0.19241540,0.11406600,0.04552428,0.03705731,0.12322114,-0.12666067,-0.21618187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:06.0,0,0
177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18428586,0.00691889,-0.16927195,0.15002754,0.10123572,0.00506277,0.03569922,0.09425253,-0.16638382,-0.25887978,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:06.0,0,0
178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22625288,-0.12498007,-0.31670478,-0.04227130,0.04144857,-0.09184641,-0.00089636,0.01474610,-0.22500475,-0.26948094,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:06.0,0,0
179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09487515,0.02549076,-0.16258064,0.04913032,0.10880744,0.03348370,0.04610775,0.11836515,-0.10224074,0.11998427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:07.0,0,0
180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05076252,0.12209676,-0.12852250,0.09614782,0.12369975,0.05415889,0.04899067,0.12290443,-0.08889459,-0.00840685,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:07.0,0,0
181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04172036,0.02741341,-0.18261182,0.18095107,0.08525509,0.00518755,0.02073529,0.06904677,-0.15495683,-0.31918716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:07.0,0,0
182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.24982995,-0.13636883,-0.30634993,0.08397511,0.02992811,-0.07858955,-0.01075307,-0.00740178,-0.22971603,-0.44874713,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:07.0,0,0
183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20316902,0.03988266,-0.13883299,0.08417800,0.13570394,0.05983455,0.06188416,0.13746138,-0.10003956,-0.13955018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:07.0,0,0
184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03211174,0.12622944,-0.12598923,0.02194310,0.16081627,0.06744729,0.07325803,0.15930776,-0.07416903,0.05118503,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:08.0,0,0
185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.07825504,0.06700891,-0.22387287,-0.09887387,0.08798732,-0.00078199,0.01595309,0.07657295,-0.13677669,-0.10537504,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:08.0,0,0
186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01206735,-0.06906488,-0.34287626,-0.12776837,0.00191579,-0.09135495,-0.05105937,-0.02968258,-0.21544045,-0.33713353,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:08.0,0,0
187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02834305,0.05704698,-0.13513321,0.20012486,0.12601991,0.05052055,0.04661774,0.12716696,-0.12261438,-0.36668271,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:08.0,0,0
188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12942524,0.09821446,-0.08927491,0.25447047,0.18253690,0.06759746,0.09906789,0.18892801,-0.11011849,-0.24968857,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:08.0,0,0
189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12248628,0.03526687,-0.18235849,0.07894142,0.13618961,0.00517386,0.06422880,0.12066041,-0.14988035,-0.08658987,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:09.0,0,0
190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09108210,-0.07230705,-0.35507023,-0.22352958,0.04784872,-0.10149643,-0.00414084,0.01366261,-0.21073468,-0.14532131,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:09.0,0,0
191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.13911080,0.15255581,-0.16792169,-0.06464634,0.13275799,0.04628420,0.04582451,0.13735025,-0.10180459,-0.08219340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:09.0,0,0
192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12518695,0.18593863,-0.12984987,0.07187185,0.12125292,0.05881748,0.02028380,0.12343223,-0.10764308,-0.20951734,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:09.0,0,0
193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04086968,0.06507749,-0.19701242,0.15837559,0.05801830,-0.00405249,-0.02688564,0.04548930,-0.17545751,-0.42636156,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:09.0,0,0
194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28866678,-0.10705991,-0.30913812,0.12826949,-0.00632079,-0.08711569,-0.06696037,-0.02974115,-0.22684386,-0.33362189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:10.0,0,0
195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19100548,0.03147455,-0.14522438,0.24986303,0.07017934,0.04124081,-0.01220597,0.08334649,-0.11138326,0.02418397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:10.0,0,0
196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02757555,0.18005356,-0.10441618,0.21148014,0.10342886,0.06909008,0.00252257,0.11251356,-0.07663889,0.23607682,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:10.0,0,0
197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01460278,0.11938642,-0.17939843,0.07815965,0.05209397,0.01982162,-0.03568833,0.03945799,-0.12960988,0.04964241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:10.0,0,0
198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00736859,0.00432337,-0.30451947,0.02052484,-0.02350352,-0.07417775,-0.08913117,-0.05429144,-0.20419519,-0.21178387,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:10.0,0,0
199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20063663,-0.14192855,-0.31348366,0.04847498,-0.05108962,-0.08282740,-0.10712247,-0.06130230,-0.19086325,-0.34589955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:11.0,0,0
200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06355886,0.19593580,-0.07167797,0.34147841,0.08778508,0.08577294,-0.02671848,0.09446773,-0.11577485,-0.21667215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:11.0,0,0
201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19627382,0.10453504,-0.15286525,0.11314631,0.06053312,0.03191289,-0.04748528,0.05665208,-0.13760370,-0.12844002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:11.0,0,0
202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22739637,-0.02909107,-0.27553821,0.01511379,-0.00863540,-0.05943395,-0.08979893,-0.03457477,-0.19350967,0.00459881,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:11.0,0,0
203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25619334,-0.15201566,-0.40780258,-0.10997997,-0.09294365,-0.15025908,-0.14960799,-0.14903882,-0.24815983,0.06065512,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:11.0,0,0
204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.04642184,0.12544544,-0.13257608,0.17200828,0.01288389,0.04259149,-0.09377412,0.00026463,-0.11080723,0.18590963,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:12.0,0,0
205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02280308,0.12647170,-0.12824832,0.20662756,0.01686284,0.03267218,-0.09125330,0.00310206,-0.13482475,-0.03171948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:12.0,0,0
206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15560333,-0.02402370,-0.24474235,0.08143996,-0.05549337,-0.05413331,-0.14609586,-0.08824589,-0.21467996,-0.31744146,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:12.0,0,0
207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26125979,-0.16089708,-0.37706345,-0.07805593,-0.07436600,-0.14244235,-0.14247642,-0.12617633,-0.27862695,-0.38039362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:12.0,0,0
208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26622504,-0.05428687,-0.21295848,0.02646247,0.02415036,-0.01553880,-0.06428913,0.00557549,-0.16513747,-0.06072447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:12.0,0,0
209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12945315,0.07150023,-0.16017029,0.06013152,0.01111314,0.01238295,-0.09387103,-0.02276634,-0.13463330,0.16911674,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:13.0,0,0
210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13965601,-0.00108319,-0.22335488,0.03625008,-0.05391826,-0.04185565,-0.14398856,-0.10608105,-0.18323320,0.11457664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:13.0,0,0
211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11568573,-0.12847626,-0.34392864,-0.01571435,-0.13645579,-0.12842405,-0.20457597,-0.20747122,-0.24085262,-0.01011819,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:13.0,0,0
212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.29188889,-0.27556878,-0.49195832,-0.15110284,-0.19203280,-0.22938854,-0.23549116,-0.27949417,-0.30479166,-0.18986958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:13.0,0,0
213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26994070,-0.00300720,-0.16564578,0.11419085,-0.00378315,0.00471611,-0.09976613,-0.03987627,-0.15717012,-0.17548297,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:13.0,0,0
214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.37499219,-0.03430474,-0.18381272,0.09368412,0.02325694,-0.01586070,-0.07435849,-0.02761386,-0.18837285,-0.23493069,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:14.0,0,0
215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.45229590,-0.17559417,-0.32085058,-0.06007607,-0.04839647,-0.11270701,-0.12203240,-0.11925095,-0.25030631,-0.22617161,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:14.0,0,0
216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.48730215,-0.29524943,-0.47510457,-0.24552307,-0.12835652,-0.20880505,-0.18134393,-0.21898900,-0.30535540,-0.21776140,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:14.0,0,0
217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.39067683,-0.25092652,-0.34190434,-0.13491628,-0.10333733,-0.10608198,-0.16652940,-0.15193559,-0.20260167,0.04339451,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:14.0,0,0
218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16206861,-0.01261138,-0.24284449,-0.03226847,-0.05899168,-0.04106605,-0.15207370,-0.12479870,-0.18523619,0.07713878,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:14.0,0,0
219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10118540,-0.06161483,-0.30284286,-0.02869783,-0.09308738,-0.09613083,-0.17731042,-0.17160171,-0.22257087,0.00920129,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:15.0,0,0
220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19855490,-0.20882145,-0.42663985,-0.08091659,-0.15173291,-0.18365222,-0.21716267,-0.24967153,-0.29822254,-0.15094692,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:15.0,0,0
221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33995527,-0.34591076,-0.57687867,-0.22020823,-0.21397832,-0.28228980,-0.25806227,-0.32474190,-0.37802461,-0.38645068,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:15.0,0,0
222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.35784543,-0.12015634,-0.27965593,0.04923022,-0.05890767,-0.07097793,-0.14026904,-0.11702926,-0.23862240,-0.27878794,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:15.0,0,0
223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.46313173,-0.14312559,-0.28329647,0.07463385,-0.04519118,-0.08792400,-0.12259534,-0.11155418,-0.25509214,-0.21856074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:15.0,0,0
224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.58421844,-0.28444171,-0.40775597,-0.03246292,-0.09908453,-0.17197731,-0.15469708,-0.18813635,-0.31092155,-0.17577614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:16.0,0,0
225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.63426149,-0.39837462,-0.55524510,-0.20405430,-0.18046458,-0.26634729,-0.21881649,-0.28927493,-0.36425585,-0.15258773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:16.0,0,0
226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.44941857,-0.17796496,-0.32696086,-0.05006070,-0.08714268,-0.09680467,-0.15587613,-0.14706141,-0.22550897,0.15609893,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:16.0,0,0
227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27633590,-0.09119182,-0.30434099,-0.07223395,-0.08751960,-0.08647292,-0.16450867,-0.15717041,-0.22356915,0.20696631,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:16.0,0,0
228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25859767,-0.16830058,-0.40368468,-0.19522309,-0.14465904,-0.15588985,-0.20820794,-0.23331955,-0.27417254,0.17631045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:16.0,0,0
229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33664235,-0.29257905,-0.53786135,-0.32693970,-0.21314159,-0.24141121,-0.25864273,-0.32060936,-0.32614076,0.12420326,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:17.0,0,0
230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33450517,-0.28346491,-0.41785365,-0.24083100,-0.18286097,-0.14897832,-0.23738705,-0.24272862,-0.23462604,0.19255829,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:17.0,0,0
231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14685491,-0.02818135,-0.28130582,-0.04094545,-0.09038013,-0.06146954,-0.17879395,-0.16065209,-0.20110837,0.22898638,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:17.0,0,0
232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18624829,-0.08605807,-0.32043245,-0.02436357,-0.10534816,-0.09970610,-0.18313366,-0.18241854,-0.24733564,-0.00354829,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:17.0,0,0
233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28937581,-0.22588035,-0.43513161,-0.12897700,-0.15198953,-0.17921402,-0.20999253,-0.24736679,-0.31504858,-0.21843308,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:17.0,0,0
234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.37176654,-0.34253272,-0.52389413,-0.20242563,-0.19781999,-0.24016888,-0.22865084,-0.28686094,-0.34027115,-0.40199631,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:18.0,0,0
235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21355443,-0.03052524,-0.25453925,-0.07193965,-0.04434463,-0.04170109,-0.13359764,-0.09643910,-0.22874773,-0.28189954,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:18.0,0,0
236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22743380,-0.05109691,-0.27996576,-0.09641523,-0.03922260,-0.06422964,-0.12522949,-0.09770507,-0.23922601,-0.21025562,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:18.0,0,0
237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.31906497,-0.18091124,-0.42841423,-0.33405527,-0.07796450,-0.15926369,-0.14462963,-0.14967155,-0.29426107,-0.20849015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:18.0,0,0
238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.41462660,-0.29831541,-0.53540772,-0.35984269,-0.16542295,-0.23385701,-0.20939212,-0.25423092,-0.32810324,-0.14218765,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:18.0,0,0
239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21318296,-0.01338794,-0.25434384,-0.13364357,-0.01862949,-0.02947915,-0.10635486,-0.06454496,-0.18265608,0.09144963,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:19.0,0,0
240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.19792268,-0.01742801,-0.26391447,-0.13132837,-0.01743139,-0.04102010,-0.10752082,-0.07032949,-0.20377016,-0.01539248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:19.0,0,0
241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25806087,-0.13819373,-0.38549015,-0.23463348,-0.09117874,-0.12657478,-0.16047092,-0.15595546,-0.25499883,0.05731750,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:19.0,0,0
242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.31874537,-0.24813598,-0.50221574,-0.32160684,-0.15483677,-0.20339006,-0.20697075,-0.23650140,-0.31444842,-0.04585572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:19.0,0,0
243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16591457,-0.00890402,-0.25473198,-0.12071209,-0.03801288,-0.02604441,-0.12728402,-0.06920078,-0.17048511,0.08183692,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:19.0,0,0
244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10129669,0.05300713,-0.20085631,-0.03839090,-0.01191650,0.00168493,-0.11554074,-0.04937398,-0.15751196,0.07911253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:20.0,0,0
245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13618125,-0.03574771,-0.27816075,-0.08528161,-0.04724337,-0.05790010,-0.14054646,-0.10021733,-0.20300202,-0.06756182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:20.0,0,0
246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17645982,-0.15371084,-0.38170108,-0.14076903,-0.09372710,-0.13415301,-0.17099708,-0.16643991,-0.27525145,-0.21459562,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:20.0,0,0
247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28592595,-0.26995796,-0.43935701,-0.18867916,-0.13387589,-0.17785075,-0.18792187,-0.19389507,-0.27055189,-0.23428418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:20.0,0,0
248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08990860,0.08777170,-0.14506128,0.10366464,0.05381685,0.03940783,-0.06173290,0.02504584,-0.13022643,-0.11702960,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:02:20.0,0,0
