ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212009
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:20:59
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Total),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
175,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04741868,0.18462622,0.12376253,0.18588710,0.03973736,0.10400536,-0.03344328,0.06358745,-0.06810965,-0.28306666,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05903443,0.15006235,0.03118538,-0.03328877,0.04391851,0.05237790,-0.02341759,0.05706817,-0.09240247,-0.06772238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06867287,0.05690360,-0.11192842,-0.13803361,-0.02942480,-0.04981583,-0.08214752,-0.05206000,-0.16682118,0.10332341,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03603194,-0.01081124,-0.09865728,-0.09210964,-0.08876025,-0.04217298,-0.14086494,-0.09078474,-0.12022331,-0.03269246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17854066,0.19932872,0.08617355,0.17536840,-0.01428980,0.07598373,-0.09709772,-0.00628912,-0.08064402,-0.25388750,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06514125,0.13001628,0.02629543,0.13024209,-0.00804920,0.03014101,-0.07832119,-0.00076823,-0.13270359,-0.42058155,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08247979,0.00653004,-0.13396175,-0.05530700,-0.04246408,-0.07700671,-0.08810857,-0.05019123,-0.21563904,-0.37528718,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07637424,-0.02756780,-0.10547653,-0.15711588,-0.03421339,-0.03873628,-0.07391601,0.00153487,-0.11033119,-0.07388806,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.19214135,0.22756398,0.06141622,-0.00727138,0.03732943,0.07871360,-0.03424199,0.07657566,-0.03569692,0.14689668,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21958803,0.18488951,0.03655067,0.02715036,-0.01272225,0.04358160,-0.08658360,0.00612363,-0.07504165,0.07565248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09297675,0.06227894,-0.08268670,0.02156831,-0.08432211,-0.04796212,-0.13640900,-0.09209126,-0.16733105,-0.10207654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11945683,-0.04571573,-0.12038704,-0.01833674,-0.09686291,-0.07177678,-0.13235351,-0.07561136,-0.13583322,-0.11985412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03063854,0.21678829,0.11036809,0.12426564,0.05783841,0.10580774,-0.00960256,0.12447181,-0.01831386,0.06924625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05393666,0.17800134,0.04102627,0.01141959,0.04549119,0.05800913,-0.01856378,0.10213797,-0.05484954,0.10621208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09799801,0.08355652,-0.10171200,-0.12391464,-0.04747047,-0.04245026,-0.09564364,-0.02459640,-0.14396240,0.02320136,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.11990063,-0.00173748,-0.21221207,-0.18571398,-0.15155908,-0.12310962,-0.18961111,-0.14932775,-0.18299975,-0.11679156,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23134916,0.23589408,0.11073126,0.17571086,-0.01057398,0.10063776,-0.08408231,0.05135463,-0.02678760,0.00409590,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.20651408,0.20017041,0.06778539,0.13366701,-0.02961341,0.06579180,-0.09249152,0.03037818,-0.06771570,-0.12372859,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01262053,0.06240339,-0.07442953,-0.01284307,-0.08206183,-0.03227839,-0.12408687,-0.04326482,-0.15165469,-0.20767197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20823556,-0.05496812,-0.18277104,-0.18393221,-0.11573978,-0.09733645,-0.13691817,-0.07555779,-0.15369786,-0.12757578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08114962,0.17057492,0.05562296,0.01604961,-0.03301931,0.07745691,-0.08999838,0.04565863,-0.03131692,0.11541012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06393749,0.13369903,0.01637486,0.04533994,-0.09301748,0.04045395,-0.14934498,-0.03621934,-0.07140287,0.02746850,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09565926,0.02900721,-0.10202277,0.02079569,-0.18983272,-0.05333076,-0.23288843,-0.16708313,-0.16783603,-0.15012294,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18567026,-0.05465809,-0.11513782,0.04284287,-0.20013724,-0.06956433,-0.23589070,-0.15846395,-0.13268414,-0.18234625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10326964,0.19733110,0.12430246,0.23466648,-0.07633971,0.10678292,-0.14356014,0.00482334,-0.01474649,0.04371528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16119486,0.14628285,0.06145741,0.11743937,-0.05390948,0.06601028,-0.10724683,0.02134926,-0.04647671,0.11379161,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25057560,0.02803324,-0.08509885,-0.06829341,-0.09061965,-0.03249465,-0.12447314,-0.04085431,-0.13024971,0.15331624,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.24710166,-0.05390631,-0.17645463,-0.16483095,-0.16714014,-0.09657200,-0.18552324,-0.13391700,-0.12854192,0.25867778,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06969231,0.22322644,0.13377762,0.17303139,-0.08039279,0.12053122,-0.14877087,-0.01253963,0.02160242,0.38695738,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.07649816,0.18453662,0.11385053,0.23602989,-0.13881046,0.08856848,-0.20915282,-0.09220460,-0.02535484,0.20707247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18560019,0.05993692,-0.00672818,0.18497291,-0.19454890,-0.00632230,-0.24821161,-0.16776019,-0.12364369,0.00861165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.33230865,-0.05475925,-0.14937903,0.04935820,-0.24873292,-0.10635743,-0.28194529,-0.24662861,-0.20280258,-0.20669930,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23591371,0.17634758,0.14431775,0.26116991,-0.07491583,0.10857055,-0.14145219,0.00148652,-0.01340681,0.00816953,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28323290,0.14933363,0.09065026,0.13122718,-0.06416778,0.07577612,-0.12533118,0.00805769,-0.04815809,0.00581372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20801687,0.05920703,-0.05114309,-0.01602642,-0.13036332,-0.02431025,-0.17216644,-0.09553498,-0.13204633,0.01487628,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18271048,-0.02462873,-0.18392226,-0.10521460,-0.23393431,-0.11832070,-0.26379383,-0.23564519,-0.19306581,0.07650329,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09874804,0.17885979,0.09929501,0.16287503,-0.16184552,0.08150221,-0.22797731,-0.11512063,-0.01806336,0.41165805,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14238992,0.14083147,0.06607549,0.17855051,-0.20154949,0.04836334,-0.26665378,-0.17132884,-0.05608359,0.36047298,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20598212,0.02424255,-0.06730030,0.08285195,-0.24399078,-0.05150127,-0.28728062,-0.23384200,-0.15716100,0.09665984,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.47736347,-0.11164468,-0.20890701,-0.02682657,-0.26169685,-0.15328936,-0.27787134,-0.27592608,-0.24462444,-0.14115123,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.32153431,0.12697040,0.10141294,0.20866062,-0.08376326,0.07129812,-0.13295701,-0.02138106,-0.03875364,0.04921646,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.30731979,0.11895040,0.07083134,0.14633107,-0.05437441,0.05115768,-0.09808565,0.00596097,-0.06673453,0.00808731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28827482,0.02411225,-0.07876919,-0.04347324,-0.14965352,-0.04635140,-0.18027724,-0.11910068,-0.15450673,-0.11389285,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28852111,-0.06168360,-0.21902348,-0.16798979,-0.18621837,-0.14085938,-0.20278409,-0.18995194,-0.23817670,-0.17211781,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08568053,0.13557500,0.01786514,0.00411311,-0.09771918,0.03765566,-0.14326951,-0.03888343,-0.03217994,0.24971309,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02606982,0.17092253,0.05915793,0.05600156,-0.06880795,0.06054397,-0.12285365,-0.01048826,-0.02458617,0.18473509,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01341426,0.10090724,-0.03249943,0.01918614,-0.11226719,-0.01354416,-0.15074892,-0.07470076,-0.11790602,-0.25266260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13264227,-0.01115644,-0.15649681,-0.05517985,-0.16437888,-0.10286359,-0.19255015,-0.16016600,-0.21200798,-0.45836228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21034439,-0.01360726,-0.02602302,0.06023196,-0.11416336,-0.00958097,-0.15133600,-0.06072313,-0.09618593,-0.36703739,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16185525,0.13928378,0.07295153,0.15607855,-0.05564529,0.05625354,-0.10638213,-0.00129206,-0.06326927,-0.29390278,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25957447,0.07493629,0.01344177,0.10305168,-0.07818808,0.00998494,-0.12352522,-0.03694008,-0.10702961,-0.32325611,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.35163271,-0.03110621,-0.12234959,-0.03678816,-0.12461623,-0.08379693,-0.15142301,-0.09855739,-0.19658384,-0.48040137,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.37987036,-0.05271918,-0.06106474,-0.03845120,-0.11972217,-0.03141116,-0.15943757,-0.06573353,-0.09494049,-0.15642986,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22131990,0.11682279,0.01964542,0.00644172,-0.07140543,0.03100821,-0.12923530,-0.01560107,-0.06673453,-0.01784436,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17953967,0.07743300,-0.03844543,-0.07019910,-0.09597070,-0.01823629,-0.15067282,-0.05528983,-0.10879791,-0.01331821,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22265521,-0.02154945,-0.18404491,-0.23208120,-0.15861429,-0.12040474,-0.19940749,-0.14657106,-0.20031041,-0.11736017,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15259138,0.02933230,-0.04162773,-0.12226698,-0.11319251,-0.01776934,-0.16883825,-0.06020546,-0.07876065,-0.08414111,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00136559,0.18321474,0.06110554,0.02445240,-0.06695955,0.04344390,-0.13419567,-0.00917077,-0.05179929,-0.10006233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03569088,0.12937030,0.01517330,0.01786534,-0.08265424,0.00051860,-0.14364663,-0.03979187,-0.10384670,-0.23464084,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16505776,0.01713448,-0.11395502,-0.08163095,-0.16690449,-0.09086944,-0.21393684,-0.15085341,-0.19818053,-0.45332688,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23579307,-0.00370439,-0.00675057,0.06850311,-0.13719672,-0.01857692,-0.19257373,-0.08486648,-0.09993237,-0.41555113,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14529881,0.19096926,0.15604697,0.27639791,-0.07294616,0.07814419,-0.15123050,-0.01472540,-0.05001662,-0.44027543,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20785896,0.12207808,0.07708168,0.20669433,-0.09457127,0.03117569,-0.16757298,-0.04329611,-0.11257339,-0.44047439,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.32381487,0.00307187,-0.06773093,0.06669460,-0.12899798,-0.06339725,-0.17735341,-0.09899954,-0.19475038,-0.48712331,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.36097685,-0.03880487,-0.02358765,0.02143935,-0.12886262,-0.02770567,-0.17526148,-0.07009657,-0.11069514,-0.37741169,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21804719,0.17038468,0.07380565,0.06401482,-0.05287254,0.06571188,-0.11317508,0.01289467,-0.06074667,-0.15022558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21943791,0.11524382,0.00159886,-0.05209543,-0.06542274,0.02207900,-0.11017795,-0.00784095,-0.09595832,-0.07259041,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23224238,0.02120045,-0.11835124,-0.12662065,-0.13066439,-0.06538024,-0.15875594,-0.09857824,-0.17388861,-0.16407150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.14102380,0.10469708,0.00893484,-0.02448085,-0.09802020,0.03775561,-0.14122891,-0.03046587,-0.05112870,0.02395877,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.02659120,0.18578692,0.03746639,-0.01059900,-0.11004525,0.05954493,-0.16434158,-0.04808593,-0.04431999,0.02759698,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06629830,0.12200105,-0.03140657,-0.03417778,-0.15758517,0.00573610,-0.20593184,-0.11249428,-0.10413341,-0.04103562,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.16634971,0.01059736,-0.15538180,-0.10117555,-0.23139669,-0.08402266,-0.26446679,-0.21635690,-0.18943453,-0.24432757,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.11048261,0.14629199,0.04215560,0.08975829,-0.14207482,0.05757552,-0.19533187,-0.07984924,-0.04023407,-0.19440785,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10086942,0.19999313,0.10659576,0.18221430,-0.07893530,0.09268241,-0.12884325,-0.01068445,-0.02334971,-0.24695913,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17811804,0.12145546,0.02565944,0.09284687,-0.13396409,0.03264917,-0.17586558,-0.08846878,-0.10372789,-0.52068543,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:59.0,0,0
