ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212728
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:28:13
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.54547864,0.41192737,0.36391738,0.35406554,0.35953104,0.27343732,0.13459498,0.41796660,0.14227417,0.34036243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:28:58.0,0,0
177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32881480,0.31027249,0.27937886,0.25553486,0.34988376,0.21041016,0.12892418,0.37858951,0.06695388,0.21463065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:28:58.0,0,0
178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16931745,0.19868930,0.17194106,0.16885950,0.28253302,0.13221143,0.07143873,0.28347775,-0.02254114,-0.14465351,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:28:58.0,0,0
179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14484605,0.41623500,0.46013945,0.50805825,0.41440314,0.34328327,0.17379825,0.49258336,0.17461075,0.03321982,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:28:59.0,0,0
180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05450030,0.34481555,0.40365046,0.48733276,0.40363112,0.29267323,0.15928319,0.45875534,0.13677451,-0.03431868,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:28:59.0,0,0
181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.08931798,0.25839168,0.29512528,0.41652417,0.31152669,0.20717804,0.08504742,0.32368326,0.04333537,-0.22907913,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:28:59.0,0,0
182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.14957742,0.19791470,0.20135266,0.37249130,0.24187006,0.13898695,0.02582952,0.22449376,-0.03161190,-0.29573050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:28:59.0,0,0
183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.54162771,0.51787841,0.48172763,0.72396618,0.38497648,0.34206378,0.12635517,0.45176247,0.18303061,0.05863401,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:28:59.0,0,0
184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.52640259,0.47329190,0.46432462,0.68156266,0.37611198,0.32736802,0.11758662,0.43173167,0.16683128,0.11334295,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:00.0,0,0
185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.50117111,0.35780933,0.34140757,0.55691546,0.29291391,0.23364152,0.05229811,0.31441405,0.08047546,0.03748558,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:00.0,0,0
186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.44320244,0.27506828,0.22381310,0.41293320,0.18192841,0.14624161,-0.04282042,0.17914911,0.00199036,0.06711442,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:00.0,0,0
187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.57980311,0.55541044,0.47837755,0.59088612,0.30812797,0.35136682,0.04625218,0.38524714,0.21916030,0.28431180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:00.0,0,0
188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.42596817,0.47515988,0.43638349,0.46397603,0.36639783,0.32426095,0.09809880,0.44787541,0.19720881,0.40118733,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:00.0,0,0
189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.31347516,0.36481437,0.30809873,0.29330671,0.37769666,0.23128790,0.12123581,0.44282570,0.11728522,0.43303102,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:01.0,0,0
190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26272413,0.27789953,0.19849357,0.15399915,0.36183199,0.15371653,0.11571967,0.40972352,0.03788306,0.25173730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:01.0,0,0
191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.38071406,0.54006433,0.45286432,0.35664713,0.52500772,0.35171759,0.23846267,0.67143887,0.21669823,0.24773537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:01.0,0,0
192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39888445,0.48005474,0.40081933,0.36114693,0.53290284,0.30840355,0.24394275,0.66551399,0.18948649,0.12688869,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:01.0,0,0
193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.47907802,0.40686899,0.33319905,0.35064176,0.44801971,0.24492438,0.16982071,0.53235644,0.08669171,-0.23605344,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:01.0,0,0
194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.54794061,0.34045923,0.23940432,0.29948691,0.31453910,0.16748677,0.05457763,0.35710955,0.02465713,-0.16974930,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:02.0,0,0
195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.78032231,0.53395480,0.47942588,0.52589649,0.35624951,0.34669176,0.07308594,0.46989018,0.23055720,0.38887459,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:02.0,0,0
196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.83895230,0.54320663,0.42170149,0.50924343,0.34285384,0.29867771,0.06527562,0.42333183,0.20084657,0.71595627,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:02.0,0,0
197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.93836838,0.48349664,0.32774276,0.30278558,0.31619856,0.24389559,0.05298799,0.36879909,0.13939938,0.74273163,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:02.0,0,0
198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.69203800,0.35820559,0.22237034,0.16527557,0.29254785,0.16357389,0.04548559,0.32736114,0.05548574,0.56535172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:02.0,0,0
199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.67956001,0.32709181,0.29405847,0.10755908,0.38615584,0.21131563,0.13013519,0.49321696,0.17800808,0.44431260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:03.0,0,0
200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.68699121,0.53259563,0.38537154,0.27998450,0.52707589,0.30440915,0.25194052,0.63915229,0.15829174,0.11550785,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:03.0,0,0
201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.67074233,0.46809235,0.32937843,0.19853668,0.55547202,0.25461099,0.28162608,0.64606977,0.09772316,-0.20424193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:03.0,0,0
202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.60349607,0.35103926,0.23811194,0.16135788,0.49565288,0.18222713,0.24055506,0.55452174,0.02341758,-0.43750644,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:03.0,0,0
203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.45395577,0.24061985,0.13276316,0.15153654,0.37808079,0.08976856,0.14415844,0.39084381,-0.04985723,-0.49977162,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:03.0,0,0
204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.83570057,0.55483681,0.45742071,0.53390568,0.49198911,0.32998314,0.21967852,0.57433110,0.18653519,0.03788076,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:04.0,0,0
205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.93653572,0.53735715,0.41489488,0.45050752,0.47063985,0.30699632,0.19871411,0.52903992,0.16421233,0.38272187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:04.0,0,0
206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.08301175,0.44516259,0.27216607,0.30701092,0.37444720,0.20369533,0.12861070,0.38913050,0.08666389,0.50999939,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:04.0,0,0
207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.96343368,0.34040093,0.10841563,0.01715387,0.32360590,0.10022874,0.10541587,0.31900477,-0.00873593,0.36631063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:04.0,0,0
208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.94092214,0.57721704,0.37584153,0.20347786,0.46016672,0.31328914,0.20341471,0.54102361,0.19330278,0.53187823,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:04.0,0,0
209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.79265749,0.47857285,0.31434259,0.10396995,0.54753804,0.27489266,0.28884420,0.61450446,0.14905697,0.20508103,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:05.0,0,0
210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.73146373,0.37180698,0.18385999,0.01093135,0.51015788,0.17264713,0.26628208,0.54116958,0.04459698,-0.15228800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:05.0,0,0
211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61025661,0.27190733,0.08230137,-0.04722838,0.43569395,0.09674757,0.20747355,0.43980733,-0.05214458,-0.55645585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:05.0,0,0
212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.63574636,0.50017780,0.36876154,0.28778598,0.51179600,0.30477229,0.25049919,0.60068983,0.13363324,-0.42214993,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:05.0,0,0
213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.58350968,0.41883799,0.31059632,0.30429912,0.44095418,0.24884468,0.19137961,0.49457353,0.08166094,-0.65777940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:05.0,0,0
214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.59989268,0.34030807,0.21575452,0.21668532,0.35939106,0.15866806,0.11806478,0.36470705,-0.00204741,-0.75705063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:06.0,0,0
215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.91199708,0.31118435,0.10123575,0.14925057,0.27504331,0.08325282,0.05252984,0.25404581,-0.06955504,-0.56815672,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:06.0,0,0
216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.09678566,0.54774952,0.36176679,0.32803345,0.41127342,0.28691801,0.16101971,0.47214562,0.13830191,-0.09372699,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:06.0,0,0
217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.92554647,0.47298786,0.25587237,0.12756018,0.38819620,0.22124955,0.14614014,0.42000580,0.10983240,-0.04541183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:06.0,0,0
218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.62247938,0.34730104,0.12447120,-0.10622614,0.38937002,0.13521968,0.16094311,0.40118882,0.03186401,0.04452220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:06.0,0,0
219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.37014735,0.22278962,0.02548191,-0.24407919,0.36460024,0.06773075,0.14143637,0.35351360,-0.05427262,-0.30586559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:07.0,0,0
220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.43715522,0.46583074,0.30675274,0.05762172,0.51513624,0.27366361,0.26041853,0.59184158,0.13130683,-0.25289172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:07.0,0,0
221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.43958133,0.40208355,0.29054186,0.19375476,0.51649457,0.24262117,0.25595310,0.57306361,0.10164998,-0.38100323,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:07.0,0,0
222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.52414560,0.34279189,0.19689007,0.18519722,0.44569343,0.16158043,0.20025572,0.46013841,-0.00178214,-0.70471287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:07.0,0,0
223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.65801889,0.29044548,0.11040548,0.15876380,0.31949052,0.09514042,0.08743401,0.29285333,-0.07559616,-0.78968704,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:07.0,0,0
224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.92758113,0.57380027,0.34404773,0.37164077,0.43056324,0.28975910,0.16984780,0.46783182,0.10675429,-0.46418226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:08.0,0,0
225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.92813963,0.50598055,0.31009695,0.26358297,0.37079924,0.26280323,0.11071651,0.37893802,0.10628301,-0.34450355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:08.0,0,0
226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.89204246,0.40531570,0.18332624,0.12443491,0.29933780,0.16660014,0.06487595,0.27162921,0.02732436,-0.20614308,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:08.0,0,0
227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.68938100,0.28797239,0.06625145,-0.03082817,0.25817329,0.09160741,0.04662756,0.21059503,-0.03440153,-0.02685580,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:08.0,0,0
228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77078390,0.53627712,0.33869788,0.26798207,0.42348564,0.29801413,0.17996812,0.46301755,0.17651528,0.44165820,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:08.0,0,0
229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.59665883,0.44295758,0.30505469,0.24736948,0.45523390,0.26970696,0.20653363,0.48739615,0.12895511,0.07273550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:09.0,0,0
230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.39439368,0.30979377,0.17981611,0.12518778,0.40166953,0.17682786,0.16793144,0.40104967,0.02700037,-0.40487364,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:09.0,0,0
231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.30302843,0.22894387,0.09432320,0.13956285,0.34462813,0.10320793,0.12708822,0.31807035,-0.06847799,-0.78651899,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:09.0,0,0
232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.54148340,0.49786144,0.36081779,0.42731804,0.43866864,0.30173370,0.18622050,0.47834721,0.12826775,-0.59271121,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:09.0,0,0
233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.64258856,0.47170568,0.33634233,0.41761240,0.41966465,0.27647862,0.16432247,0.43974218,0.10841649,-0.35364810,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:09.0,0,0
234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.63911963,0.36152849,0.21380380,0.33934757,0.32303071,0.18181305,0.08825227,0.29536748,0.04627261,-0.01108562,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:10.0,0,0
235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.70218688,0.30033299,0.09182349,0.20170847,0.23658982,0.09643042,0.02513569,0.18455209,0.01104945,0.32291520,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:10.0,0,0
236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.77520365,0.53215462,0.35532045,0.40025869,0.36995915,0.30330709,0.12363555,0.39290568,0.21026261,0.93359655,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:10.0,0,0
237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.64864457,0.47337779,0.30735824,0.30383584,0.38171652,0.27244684,0.13860877,0.38948512,0.15991509,0.74668866,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:10.0,0,0
238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.32484093,0.30272073,0.17839378,0.20201665,0.34267128,0.16952094,0.12031566,0.31773990,0.05647204,0.29096773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:10.0,0,0
239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.12205004,0.18272395,0.08112138,0.17568418,0.27977139,0.09501511,0.07711419,0.23948623,-0.00209396,0.06277528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:11.0,0,0
240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17929389,0.43719107,0.38606185,0.54346681,0.43862605,0.31564179,0.19831151,0.47548616,0.18732846,0.16129480,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:11.0,0,0
241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15588360,0.39503580,0.37984499,0.61209548,0.42533025,0.30761361,0.17694344,0.44139448,0.12548068,-0.35985747,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:11.0,0,0
242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.26296872,0.30722159,0.25041115,0.55114490,0.32182196,0.20059176,0.09674666,0.29583824,0.03088547,-0.58782667,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:11.0,0,0
243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.34731504,0.23777463,0.11515018,0.34216595,0.19488882,0.10976341,-0.01153743,0.12744653,-0.03038956,-0.31042999,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:11.0,0,0
244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.66163582,0.52923030,0.40135387,0.62446344,0.31813085,0.32910892,0.08082586,0.33185968,0.20306724,0.25830102,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:12.0,0,0
245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.70030022,0.49487036,0.36859742,0.52402657,0.31110030,0.30734199,0.07114596,0.29968220,0.17106207,0.40205446,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:12.0,0,0
246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.43296424,0.32296085,0.23678391,0.36499897,0.24216251,0.20932335,0.02596529,0.20625761,0.08962681,0.41930494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:12.0,0,0
247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.45136869,0.25080946,0.12876244,0.29778841,0.21488163,0.12548566,0.02076790,0.15755782,0.01258356,0.38599372,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:12.0,0,0
248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.53472382,0.50002557,0.41296723,0.59880978,0.35040659,0.33446515,0.13351865,0.37473962,0.20955813,0.51463169,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:12.0,0,0
249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15393342,0.38222331,0.41351515,0.61410350,0.37812826,0.33034590,0.15754707,0.39564130,0.19125430,0.22432958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:13.0,0,0
250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.03091166,0.24270707,0.34091529,0.61827314,0.33295140,0.25289994,0.12397221,0.31772119,0.12643684,-0.20040882,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:13.0,0,0
251,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08833452,0.14164837,0.15823042,0.66531557,0.28886864,0.18001284,0.09762287,0.21890977,0.03205422,-0.49356961,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:13.0,0,0
252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23327307,0.40754646,0.44315556,0.99331766,0.40906665,0.39893460,0.19665478,0.42496613,0.29596528,-0.30599892,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:13.0,0,0
253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.43064302,0.40397274,0.42015353,0.97674394,0.38642520,0.38441864,0.19646937,0.38775223,0.26656154,-0.33242664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:29:13.0,0,0
