ヘッダー
ファイルバージョン,1.01.01
ソフトウェアバージョン,1.04
ファームウェアバージョン,1.02
FPGAバージョン,1A25
ヘッドセット FPGAバージョン,272B
計測モード,Wireless monitor
計測コントローラ ID,A
計測ID,A20230613212009
計測コメント,tohma_odoball_2
ユーザー情報
ID,
Name,ooshio360
Comment,ooshio360
Age,  1y
Sex,Male
解析情報
Hb移動平均[s],OFF
プローブ情報
プローブモード,(B)2x4
プローブID,PROBE095
mPD反映,X
自動レーザー出力設定方式,Auto（自動）
プローブ調整平均値算出回数,10
外光判定閾値[%],40
アンダー判定閾値[%],30
オーバー判定閾値[%],80
レーザーチャンネル,LD1(705.0),LD1(830.0),LD2(705.0),LD2(830.0),LD3(705.0),LD3(830.0),LD4(705.0),LD4(830.0),LD5(705.0),LD5(830.0),LD6(705.0),LD6(830.0),LD7(705.0),LD7(830.0),LD8(705.0),LD8(830.0)
計測チャンネル,CH1(-.-),CH1(-.-),CH2(-.-),CH2(-.-),CH3(-.-),CH3(-.-),CH4(-.-),CH4(-.-),CH5(-.-),CH5(-.-),CH6(-.-),CH6(-.-),CH7(705.0),CH7(830.0),CH8(705.0),CH8(830.0),CH9(705.0),CH9(830.0),CH10(705.0),CH10(830.0),CH11(705.0),CH11(830.0),CH12(705.0),CH12(830.0),CH13(705.0),CH13(830.0),CH14(705.0),CH14(830.0),CH15(705.0),CH15(830.0),CH16(705.0),CH16(830.0),CH17(-.-),CH17(-.-),CH18(-.-),CH18(-.-),CH19(-.-),CH19(-.-),CH20(-.-),CH20(-.-),CH21(-.-),CH21(-.-),CH22(-.-),CH22(-.-)
除去チャネル,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
故障レーザーチャンネル,-,-,-,-,-,-,-,-,-,-,-,-,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,正常,-,-,-,-,-,-,-,-,-,-,-,-
レーザー設定,-,-,-,-,-,-,-,-,-,-,-,-,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,High,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Off,-,-,-,-,-,-,-,-,-,-,-,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - Low,-,-,-,-,-,-,-,-,-,-,-,-,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力目標値(Po)[mW] - High,-,-,-,-,-,-,-,-,-,-,-,-,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00,-,-,-,-,-,-,-,-,-,-,-,-
レーザー出力設定値(If)[mA],-,-,-,-,-,-,-,-,-,-,-,-,23.17,24.37,23.17,24.37,22.12,24.49,22.12,24.49,21.77,23.76,22.12,24.49,21.77,23.76,21.77,23.76,22.15,23.55,22.15,23.55,-,-,-,-,-,-,-,-,-,-,-,-
レーザー調整係数,8.000,8.000
レーザー調整基準レーザー出力(Po)[mW],4.00,4.00
レーザー調整基準レーザー出力(Vm)[V],0.50,0.50
プローブ調整結果,-,-,-,-,-,-,-,-,Normal,Normal,-,-,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,-,-,Normal,Normal,-,-,-,-,-,-,-,-
計測情報
計測日時,2023/06/13 21:20:59
計測タイプ,Stim
プリスキャン時間[s],10.0
マーク入力タイプ,Manual
マーククラス,A,B,C,D,E,F,G,H,I,J
マーク名称,Stim A,Stim B,Stim C,Stim D,Stim E,Stim F,Stim G,Stim H,Stim I,Stim J
マーク刺激時間[s],15,15,15,15,15,15,15,15,15,15
マーク刺激間隔時間[s],30,30,30,30,30,30,30,30,30,30
マーク繰り返し回数,3



データ
携帯制御ボックス番号69(Oxy),CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11,CH12,CH13,CH14,CH15,CH16,CH17,CH18,CH19,CH20,CH21,CH22,Mark,Time,PreScan,HbOffset
175,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03670263,0.21664304,0.06565677,0.09213831,0.02017537,0.08677092,0.00235469,-0.02765731,-0.08788569,-0.71766335,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
176,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00706756,0.16072744,-0.03976358,-0.14576021,0.03116172,0.03079457,0.02340382,-0.02051177,-0.12111273,-0.58603537,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
177,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08947366,0.04276991,-0.18972008,-0.29914913,-0.03017506,-0.07332524,-0.02143393,-0.10773154,-0.18550478,-0.24983133,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
178,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03370815,0.02302381,-0.12634365,-0.27822366,-0.06749067,-0.02863209,-0.06039965,-0.10509520,-0.08153240,-0.14822456,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:44.0,0,0
179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.22161786,0.23571256,0.00650691,0.00159281,-0.00761730,0.04949544,-0.03329255,-0.06470000,-0.08882107,-0.40637693,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.10204896,0.16378570,-0.05111368,0.00158877,-0.02569870,0.00477199,-0.03971961,-0.08693123,-0.15069914,-0.72384250,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06063798,0.04267705,-0.19950081,-0.18346705,-0.05973424,-0.09292574,-0.05002216,-0.12484168,-0.23121041,-0.84408563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.10921842,0.01724763,-0.09185862,-0.19813362,-0.00794281,-0.00172443,0.00245814,0.01033205,-0.06611581,-0.57850194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
183,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09960311,0.24582824,-0.01403545,-0.15456623,0.06592486,0.05666510,0.04630867,0.06455159,-0.04382666,-0.20587446,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:45.0,0,0
184,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.24577734,0.21253295,-0.05791224,-0.16140068,-0.01917781,0.01146554,-0.03900246,-0.04875571,-0.09340075,-0.03051553,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.23169187,0.12315280,-0.15345724,-0.11962567,-0.11881261,-0.06680800,-0.11834966,-0.18228328,-0.16970280,-0.18019654,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00862654,0.02249649,-0.13031027,-0.06043125,-0.13062488,-0.05658189,-0.11608920,-0.14942963,-0.08871417,-0.08413173,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06158714,0.27231750,0.04998975,0.02947160,0.04325201,0.09067112,0.02636772,0.06213463,-0.02070302,-0.20407797,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.01093332,0.19639157,-0.03309946,-0.09301224,0.05387020,0.03472345,0.04564582,0.07085584,-0.07486958,-0.29211456,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:46.0,0,0
189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05741421,0.08317175,-0.17401591,-0.24789886,-0.03959437,-0.06300005,-0.03537023,-0.05343832,-0.15232962,-0.16823658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
190,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.05593135,0.02045322,-0.25402144,-0.24374671,-0.16451569,-0.12685053,-0.15410440,-0.19655728,-0.16186205,-0.09006996,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
191,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21606523,0.28383267,0.06924265,0.19384415,-0.03249853,0.09142976,-0.06364142,-0.01583950,-0.01255339,0.15101074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
192,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.21333472,0.23631163,0.02439494,0.18597808,-0.07553723,0.05422287,-0.09480657,-0.06887158,-0.06609157,-0.06660475,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.00522428,0.10038943,-0.11139429,0.06137322,-0.11436325,-0.04295054,-0.11187381,-0.11964428,-0.15478398,-0.32813114,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:47.0,0,0
194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25670874,-0.02066185,-0.19467884,-0.11822822,-0.11493737,-0.08759262,-0.08447845,-0.09615743,-0.12517036,-0.17467920,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23249039,0.18899260,0.00556089,0.00941831,-0.02424992,0.06415567,-0.03278723,0.02913998,-0.02365793,0.05579909,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
196,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28444290,0.12548934,-0.04930589,-0.02442973,-0.11039911,0.02204514,-0.11754781,-0.08609514,-0.06821863,0.02075182,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27579227,0.03287837,-0.15753119,-0.03316504,-0.23966463,-0.06793106,-0.23677458,-0.25498483,-0.15668771,0.00028127,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
198,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27887359,-0.02171056,-0.10937188,0.09163377,-0.25190592,-0.04818153,-0.24752323,-0.23893732,-0.07370935,0.00150803,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:48.0,0,0
199,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15766704,0.24591587,0.09639670,0.33925247,-0.13966815,0.10063644,-0.16913705,-0.10228909,-0.00070754,0.07751551,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28589019,0.16713347,0.02183931,0.21713173,-0.10636909,0.05348384,-0.12038261,-0.06741355,-0.04800210,-0.04713831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.48931655,0.02666802,-0.12191108,0.01405639,-0.11256824,-0.04221901,-0.10247210,-0.08477849,-0.13042228,-0.00601870,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.49506781,-0.05529291,-0.18938348,-0.10226566,-0.16838379,-0.08706324,-0.14153762,-0.14329977,-0.08491010,0.40716937,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26194313,0.24058306,0.09295241,0.20290770,-0.09261709,0.11382698,-0.11948984,-0.04711318,0.05317623,0.67278117,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:49.0,0,0
204,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.18949477,0.20707577,0.06268436,0.26585472,-0.18985254,0.07284219,-0.21736316,-0.17842042,-0.00283194,0.56199014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
205,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.26386055,0.08975257,-0.05029865,0.23029995,-0.27967551,-0.01797399,-0.29196224,-0.29801580,-0.10428963,0.22904497,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.42719164,-0.02136837,-0.17043842,0.15471216,-0.33021566,-0.10456610,-0.31780460,-0.36828679,-0.18505886,-0.20409471,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
207,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.41738701,0.21505202,0.12672523,0.42427525,-0.12643266,0.11112887,-0.14950013,-0.08744650,-0.00216373,-0.15408634,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59893435,0.13726592,0.06014974,0.27314287,-0.09299685,0.07308014,-0.10766482,-0.04792479,-0.05393673,-0.29219651,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:50.0,0,0
209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.47900349,0.05078108,-0.09250433,0.07988806,-0.14357585,-0.03133179,-0.13625546,-0.13185091,-0.14153354,-0.35919499,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.40020737,-0.01782360,-0.22884145,-0.10426077,-0.22567298,-0.12096798,-0.20273615,-0.24454024,-0.18705976,-0.10337329,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
211,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25306615,0.21641429,0.04708228,0.15028067,-0.16855992,0.07359350,-0.18778293,-0.15049586,-0.00696546,0.37009174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
212,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28279740,0.16283953,0.01411329,0.16837054,-0.23247118,0.04115479,-0.25036576,-0.24062322,-0.04464288,0.39172846,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
213,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.29155171,0.05209653,-0.10820679,0.13839790,-0.31997442,-0.05798107,-0.31768575,-0.35357594,-0.14750141,0.09105774,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:51.0,0,0
214,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.59621823,-0.08445288,-0.22738749,0.08969640,-0.30956966,-0.15015653,-0.27464274,-0.36102322,-0.23615654,-0.26682404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.44028023,0.18383957,0.09251472,0.36662257,-0.10245825,0.08174875,-0.10069020,-0.07494978,-0.02756508,-0.21464069,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.51745760,0.12380827,0.04652346,0.26565829,-0.08045036,0.05446195,-0.07322721,-0.05533769,-0.06941049,-0.34545448,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.52057570,0.02093448,-0.12397984,0.00947436,-0.14417765,-0.05316385,-0.11944553,-0.14050323,-0.16223957,-0.42116487,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.51974261,-0.05976997,-0.25738186,-0.15030228,-0.16316675,-0.13906366,-0.12290443,-0.19153267,-0.23573564,-0.31674495,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:52.0,0,0
219,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21413155,0.23569474,0.05308899,0.04979479,-0.03400872,0.09691244,-0.03624888,0.01665300,0.01737908,0.25544026,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20160925,0.17798562,-0.01059749,-0.00688823,-0.05298119,0.04571401,-0.05417604,-0.02155227,-0.01425069,0.10215808,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
221,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.13158390,0.10774823,-0.10474996,-0.04696904,-0.11465415,-0.02909842,-0.09930946,-0.10980656,-0.12088719,-0.41052037,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25463575,0.00840453,-0.20745860,-0.09410305,-0.17480275,-0.10685439,-0.14954270,-0.20870662,-0.21270458,-0.62895787,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.25569251,0.05752245,0.03076997,0.12173840,-0.09936059,0.05776639,-0.09206439,-0.06058963,-0.02471557,-0.47565526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:53.0,0,0
224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.30193332,0.15831067,0.02326007,0.16938601,-0.08214094,0.04711043,-0.08021003,-0.07425261,-0.06386356,-0.51975530,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
225,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.44997397,0.07072914,-0.03938440,0.14038083,-0.10921023,-0.00182710,-0.09757787,-0.11589739,-0.11470535,-0.60689330,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
226,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.54763854,-0.02692180,-0.16203462,-0.00570361,-0.14514171,-0.08599234,-0.11314698,-0.16041093,-0.20039117,-0.81593418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
227,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.56168473,-0.01913135,-0.01994389,0.04161394,-0.10146646,0.02182785,-0.09128806,-0.06499850,-0.03479059,-0.36115405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
228,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.42522407,0.12446310,-0.03643133,-0.00011104,-0.05934840,0.01806831,-0.06222767,-0.04031165,-0.06941049,-0.26220003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:54.0,0,0
229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.37192741,0.07502599,-0.10415965,-0.12942062,-0.08238236,-0.03583495,-0.08361112,-0.07544665,-0.11154101,-0.20480616,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.34305906,-0.00004393,-0.26243770,-0.33598918,-0.13166212,-0.13269909,-0.11576153,-0.14612810,-0.19625004,-0.28962761,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.21774754,0.10114904,-0.01879366,-0.15394264,-0.06649286,0.04342609,-0.08083396,-0.02285163,-0.01146227,-0.20965189,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
232,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.06516853,0.21476543,-0.02899760,-0.08750435,-0.05923363,0.02499329,-0.07504046,-0.03692802,-0.05323493,-0.30345392,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
233,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08768670,0.15304747,-0.08472367,-0.09962758,-0.08496749,-0.02500821,-0.09386761,-0.08107500,-0.10817927,-0.42389068,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:55.0,0,0
234,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.20911320,0.05093534,-0.19824481,-0.19888839,-0.18397924,-0.10635276,-0.17755464,-0.21226542,-0.20069350,-0.65434486,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
235,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.23874673,0.06782448,0.00527118,0.04354576,-0.11751661,0.03004635,-0.12828608,-0.09666678,-0.04095743,-0.59203559,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
236,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.17516826,0.23450235,0.09134651,0.25888392,-0.08759032,0.06506990,-0.12184965,-0.09037333,-0.05640902,-0.77217197,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.22795369,0.16162479,-0.01100290,0.20468122,-0.13244644,0.00767698,-0.15980522,-0.14816520,-0.13592653,-0.85745013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.35636413,0.04490302,-0.12614655,0.08439363,-0.16310993,-0.07531415,-0.16378398,-0.19090460,-0.20935276,-0.96283203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:56.0,0,0
239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.39134228,0.02400361,-0.00517787,0.07175294,-0.12468476,0.01246293,-0.13101147,-0.09685674,-0.06205938,-0.71260762,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.28067714,0.20909832,0.00403078,0.03923680,-0.05795287,0.04803256,-0.07349262,-0.04262682,-0.07809114,-0.71822494,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
241,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27597293,0.14267899,-0.08235011,-0.13844384,-0.05525510,-0.00698270,-0.04843926,-0.04142629,-0.11473363,-0.59186482,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.27178344,0.05928560,-0.18715481,-0.22042599,-0.09163899,-0.08448546,-0.06433644,-0.09294055,-0.18436043,-0.67564064,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
243,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.15912774,0.19461970,0.03550128,-0.08126534,-0.00277470,0.09013031,0.00268350,0.06051262,0.00264414,-0.38545394,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:57.0,0,0
244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.08392423,0.21271686,-0.06100976,-0.20354202,-0.05280080,0.02609117,-0.05070246,-0.02073613,-0.05529742,-0.45661014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.05919015,0.15215331,-0.13592669,-0.24759366,-0.11128187,-0.02972039,-0.10167587,-0.09911080,-0.11867614,-0.46741065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.09473557,0.06995205,-0.24170472,-0.29539877,-0.19622499,-0.10728026,-0.17430992,-0.21330810,-0.19363035,-0.57627368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.09333796,0.30707908,0.07503071,0.01399159,-0.07409485,0.11500011,-0.08714635,-0.02452028,0.02124457,-0.35981792,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
248,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.03280482,0.26968729,0.01416503,0.04139431,-0.07031474,0.05892638,-0.07148493,-0.04983233,-0.02418242,-0.48574591,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:58.0,0,0
249,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-0.12520637,0.16373086,-0.06484386,-0.01573681,-0.16729112,-0.00051057,-0.15821041,-0.17689617,-0.11722945,-0.86537015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0,21:21:59.0,0,0
